coordinate,class_code,class_name,scenario_code,scenario_name,maturity,canonical_item_kind,canonical_index,seed_pair_id,label,label_confidence,ground_truth_kind,data_quality,left_sha256,right_sha256,left_apk_ref,right_apk_ref,source_kind,source_ref,expected_change,expected_invariants,reuse_group,independence_unit,claim_scope
DC-C04-S05-M0,C04,package_rename,S05,explanation_quality,M0,apk_pair,2,M0-C04-PKG-APK-003,positive_package_rename,strong,controlled_generated_transformation,generated_local_verified,9f24f2f77bf1822351e2383a434d23e743d8db99ef0620a19fe13be7d0cef550,14b83e2be9fd605e4fb22f6941e8fb9c787a72240cb8961e2f8417e24d7fda67,m0/generated-apks/M0-C04-PKG-APK-003/left.apk,m0/generated-apks/M0-C04-PKG-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,manifest and class namespace changed to com.phd.m0.renamed.familyb,same generated class count and method bodies,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C05-S01-M0,C05,code_injection,S01,pair_similarity,M0,apk_pair,1,M0-C05-PB-001,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0001,az-piggybacking-00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S01-M0,C05,code_injection,S01,pair_similarity,M0,apk_pair,2,M0-C05-PB-002,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0002,az-piggybacking-006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S02-M0,C05,code_injection,S02,candidate_retrieval,M0,apk_pair,1,M0-C05-PB-001,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0001,az-piggybacking-00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S02-M0,C05,code_injection,S02,candidate_retrieval,M0,apk_pair,2,M0-C05-PB-002,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0002,az-piggybacking-006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S03-M0,C05,code_injection,S03,screening_cost,M0,apk_pair,1,M0-C05-PB-001,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0001,az-piggybacking-00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S03-M0,C05,code_injection,S03,screening_cost,M0,apk_pair,2,M0-C05-PB-002,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0002,az-piggybacking-006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S04-M0,C05,code_injection,S04,deep_cost,M0,apk_pair,1,M0-C05-PB-001,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0001,az-piggybacking-00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S04-M0,C05,code_injection,S04,deep_cost,M0,apk_pair,2,M0-C05-PB-002,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0002,az-piggybacking-006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S05-M0,C05,code_injection,S05,explanation_quality,M0,apk_pair,1,M0-C05-PB-001,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,a55ea5807203ce31470d1905ed30f9267ae3459809dda25c4f339197de6486fe,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0001,az-piggybacking-00575de650f78413c91e8e613adf9099812f325aa9cf36c72e81c79b230f58f4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C05-S05-M0,C05,code_injection,S05,explanation_quality,M0,apk_pair,2,M0-C05-PB-002,positive_piggybacking,medium,external_pair_label,stable_cache_decoded_and_features_extracted,006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,b5610062146d79ca6cdfdca2f42555aee3c5317fdda76bde40b4bd286b4f6a86,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,az-piggybacking-AZP-PB-0002,az-piggybacking-006009db95496d4e42281eb18c6e5ca81132de1489f690fd5b805baff6f4a7c4,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric."
DC-C06-S01-M0,C06,r8_obfuscation,S01,pair_similarity,M0,apk_pair,1,M0-C06-R8-001,positive_r8_optimization,strong,controlled_local_transformation,runnable_local_with_prior_scores,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.
DC-C06-S01-M0,C06,r8_obfuscation,S01,pair_similarity,M0,apk_pair,2,M0-C06-OBF-APK-002,positive_obfuscation_like_rename,medium,controlled_generated_transformation,generated_local_verified,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,class and method names shortened in the same package,same generated class count and method bodies,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C06-S02-M0,C06,r8_obfuscation,S02,candidate_retrieval,M0,apk_pair,1,M0-C06-R8-001,positive_r8_optimization,strong,controlled_local_transformation,runnable_local_with_prior_scores,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.
DC-C06-S02-M0,C06,r8_obfuscation,S02,candidate_retrieval,M0,apk_pair,2,M0-C06-OBF-APK-002,positive_obfuscation_like_rename,medium,controlled_generated_transformation,generated_local_verified,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,class and method names shortened in the same package,same generated class count and method bodies,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C06-S03-M0,C06,r8_obfuscation,S03,screening_cost,M0,apk_pair,1,M0-C06-R8-001,positive_r8_optimization,strong,controlled_local_transformation,runnable_local_with_prior_scores,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.
DC-C06-S03-M0,C06,r8_obfuscation,S03,screening_cost,M0,apk_pair,2,M0-C06-OBF-APK-002,positive_obfuscation_like_rename,medium,controlled_generated_transformation,generated_local_verified,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,class and method names shortened in the same package,same generated class count and method bodies,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C06-S04-M0,C06,r8_obfuscation,S04,deep_cost,M0,apk_pair,1,M0-C06-R8-001,positive_r8_optimization,strong,controlled_local_transformation,runnable_local_with_prior_scores,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.
DC-C06-S04-M0,C06,r8_obfuscation,S04,deep_cost,M0,apk_pair,2,M0-C06-OBF-APK-002,positive_obfuscation_like_rename,medium,controlled_generated_transformation,generated_local_verified,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,class and method names shortened in the same package,same generated class count and method bodies,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C06-S05-M0,C06,r8_obfuscation,S05,explanation_quality,M0,apk_pair,1,M0-C06-R8-001,positive_r8_optimization,strong,controlled_local_transformation,runnable_local_with_prior_scores,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.
DC-C06-S05-M0,C06,r8_obfuscation,S05,explanation_quality,M0,apk_pair,2,M0-C06-OBF-APK-002,positive_obfuscation_like_rename,medium,controlled_generated_transformation,generated_local_verified,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,class and method names shortened in the same package,same generated class count and method bodies,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S01-M0,C07,native_lib_change,S01,pair_similarity,M0,apk_pair,1,M0-C07-NATIVE-APK-001,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S01-M0,C07,native_lib_change,S01,pair_similarity,M0,apk_pair,2,M0-C07-NATIVE-APK-002,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S02-M0,C07,native_lib_change,S02,candidate_retrieval,M0,apk_pair,1,M0-C07-NATIVE-APK-001,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S02-M0,C07,native_lib_change,S02,candidate_retrieval,M0,apk_pair,2,M0-C07-NATIVE-APK-002,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S03-M0,C07,native_lib_change,S03,screening_cost,M0,apk_pair,1,M0-C07-NATIVE-APK-001,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S03-M0,C07,native_lib_change,S03,screening_cost,M0,apk_pair,2,M0-C07-NATIVE-APK-002,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S04-M0,C07,native_lib_change,S04,deep_cost,M0,apk_pair,1,M0-C07-NATIVE-APK-001,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S04-M0,C07,native_lib_change,S04,deep_cost,M0,apk_pair,2,M0-C07-NATIVE-APK-002,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S05-M0,C07,native_lib_change,S05,explanation_quality,M0,apk_pair,1,M0-C07-NATIVE-APK-001,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C07-S05-M0,C07,native_lib_change,S05,explanation_quality,M0,apk_pair,2,M0-C07-NATIVE-APK-002,positive_native_lib_added,strong,controlled_generated_transformation,generated_local_verified,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S01-M0,C08,code_deletion,S01,pair_similarity,M0,apk_pair,1,M0-C08-DEL-APK-002,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S01-M0,C08,code_deletion,S01,pair_similarity,M0,apk_pair,2,M0-C08-DEL-APK-003,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S02-M0,C08,code_deletion,S02,candidate_retrieval,M0,apk_pair,1,M0-C08-DEL-APK-002,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S02-M0,C08,code_deletion,S02,candidate_retrieval,M0,apk_pair,2,M0-C08-DEL-APK-003,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S03-M0,C08,code_deletion,S03,screening_cost,M0,apk_pair,1,M0-C08-DEL-APK-002,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S03-M0,C08,code_deletion,S03,screening_cost,M0,apk_pair,2,M0-C08-DEL-APK-003,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S04-M0,C08,code_deletion,S04,deep_cost,M0,apk_pair,1,M0-C08-DEL-APK-002,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S04-M0,C08,code_deletion,S04,deep_cost,M0,apk_pair,2,M0-C08-DEL-APK-003,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
